order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_id,order_status,payment_sequential,payment_type,payment_installments,payment_value,review_id,review_score,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name_english,order_purchase_date,order_purchase_year,order_purchase_month,order_purchase_day,order_purchase_hour
00611822267e76e0055c25c18506f06e,1.0,3d514fecadf6cef40a2a32a3c20cd1c8,23d7c96d4a1160db1c726b248601b25a,2018-08-03 13:50:14,159.9,20.31,8832232b097dba67d540a76f6ba88795,delivered,1.0,credit_card,3.0,180.21,09e73c4728b6052f2a9fd5ee7b6221f8,4.0,c0d9dda253199c2d4d3a2a255b77e517,74823.0,goiania,GO,toys,2018-07-26 13:00:00,2018,July,26,13
0072847849eafe70995fa51a714c81ac,1.0,0f80705139ce16ea35bb489987399b55,de23c3b98a88888289c6f5cc1209054a,2018-05-18 04:52:44,219.99,14.9,727dc68f327d34b77009f5d3da5250d9,delivered,1.0,boleto,1.0,234.89,27ba5e7f4fb966a3caaae8c0a3a208b7,4.0,bb7422969f2b502894c5b02697ba986d,11920.0,iguape,SP,toys,2018-05-14 13:00:00,2018,May,14,13
007bbb40c95870c0f75a7855f2636c65,1.0,0ec7b6a863e219792bc4d50d3a62a839,1e8b33f18b4f7598d87f5cbee2282cc2,2018-04-30 11:31:27,148.9,13.95,72a46280034e63cc3703b1f969f65733,delivered,1.0,credit_card,1.0,162.85,11b7d47518bfd0ac4518c1f08c31f3e8,5.0,dce5c2ba30e0cdab93060715a2f7dafb,4190.0,sao paulo,SP,bed_bath_table,2018-04-24 10:00:00,2018,April,24,10
008d9bf350ff02ed444b3452cf3f57e0,1.0,efec0b0b076ce3f164b80145743ebc02,1da3aeb70d7989d1e6d9b0e887f97c23,2018-06-12 09:11:48,9.99,15.23,84f30d2805ae1bddbe5deefc84c80cd0,delivered,1.0,credit_card,1.0,50.44,fdae91f394183e7509686b6001b769e2,5.0,0511b00dba27c937d7c1b15aa385359e,29101.0,vila velha,ES,toys,2018-06-04 08:00:00,2018,June,4,8
008d9bf350ff02ed444b3452cf3f57e0,2.0,efec0b0b076ce3f164b80145743ebc02,1da3aeb70d7989d1e6d9b0e887f97c23,2018-06-12 09:11:48,9.99,15.23,84f30d2805ae1bddbe5deefc84c80cd0,delivered,1.0,credit_card,1.0,50.44,fdae91f394183e7509686b6001b769e2,5.0,0511b00dba27c937d7c1b15aa385359e,29101.0,vila velha,ES,toys,2018-06-04 08:00:00,2018,June,4,8
0091a677651feaf5a08d7bb147681e14,1.0,bf06a69bb27c58156391de458700f3e7,6560211a19b47992c3666cc44a7e94c0,2018-08-28 13:44:42,38.0,7.53,93d82c58a8f2b0d2db80f16867b99edd,delivered,1.0,credit_card,1.0,45.53,3377008b1325b226aed063d454f83fb7,4.0,40774d861c6ca4cc0139739a04d930a8,13010.0,campinas,SP,watches_gifts,2018-08-24 13:00:00,2018,August,24,13
0094bd07f49fed90209ffa62d1ef26d6,1.0,d64e758afad411049a45e42c9a259241,5670f4db5b62c43d542e1b2d56b0cf7c,2018-05-09 04:12:53,11.53,7.39,de0c1a4d8c367c58d66e61dfa379f4cf,delivered,1.0,boleto,1.0,18.92,fa2ea06b0117bc5461c5f7d963d6c614,1.0,67339b5ed21a26219ebbeba53fba836a,11725.0,praia grande,SP,perfumery,2018-05-01 02:00:00,2018,May,1,2
0096668e5b0b8e9657a6f7209a4e58b4,1.0,55782cb82e0efe052da0a3da237da3b2,c003204e1ab016dfa150abc119207b24,2018-07-13 13:46:36,166.9,13.47,b6fbaad4eb3a0794111683dca8122610,delivered,1.0,credit_card,2.0,180.37,ea29724e66e4e0350e60f5fb558fcab0,4.0,839ec7c231c579ed10ddab6610f8f12b,2111.0,sao paulo,SP,auto,2018-07-11 13:00:00,2018,July,11,13
009838529bb913846ab6670d22865381,1.0,36826c711e5778c8d88a7311cc29c446,2d50d6282f8aa2257819a77bfaa0efe0,2018-06-20 09:31:04,129.0,47.4,062cc8c5ff387d407645b93970baee73,delivered,1.0,credit_card,6.0,176.4,f99ff17e430a53efe61d359faa3b425e,3.0,062238d27c69d03c3cf38b199d6a17a4,36036.0,juiz de fora,MG,bed_bath_table,2018-06-14 09:00:00,2018,June,14,9
00995d799817ecc3bd2abd8fbe59c430,1.0,f3b8bfa5b86249e75e5c0632acc0e82e,620c87c171fb2a6dd6e8bb4dec959fc6,2018-08-01 11:45:13,49.9,12.92,266636baec3cfa8d854713f0b465a2cb,delivered,1.0,voucher,1.0,62.82,aee1f5bdfc0f44fd54ec0567f0dcf73d,1.0,f507945d757fe904ec16d8e7bb7ba7ad,24452.0,sao goncalo,RJ,health_beauty,2018-07-26 11:00:00,2018,July,26,11
00a379dfab816a83741012b71b264098,1.0,786248c98cab9ad5cccdb751909da1af,1da3aeb70d7989d1e6d9b0e887f97c23,2018-08-07 20:04:20,15.99,7.39,5e3b89299a7d6e3e10f9bc6e77923f88,delivered,1.0,credit_card,1.0,23.38,d28dadae6398b459a81d87981cdd3d98,1.0,464a3d024ae34727fcaf86198537f5f1,3685.0,sao paulo,SP,stationery,2018-08-03 19:00:00,2018,August,3,19
00a3f1ef430d3984dece2f39d6cbf431,1.0,f8b624d4e475bb8d1bddf1b65c6a64f6,b410bdd36d5db7a65dcd42b7ead933b8,2018-05-22 13:55:09,179.0,22.99,6220c6ab35c110dc7945b0bba49dc486,delivered,1.0,credit_card,8.0,201.99,d2e01c5597d53456f703db053fa18c63,5.0,9b5ed7dd6e900a8dddac78911cc22562,9932.0,diadema,SP,housewares,2018-05-18 13:00:00,2018,May,18,13
00a4d94df1c9757661679b2f4bd6d311,1.0,64d67d69ec57113ff99bbaab62ac1c53,634964b17796e64304cadf1ad3050fb7,2018-05-04 03:30:26,37.9,21.43,6fe655df4b9e1e4a3fc234cec27c55aa,delivered,1.0,boleto,1.0,59.33,1bbfd50bad517dbeb993926d510272b5,5.0,c934b7146180892c1d0c54bd452f0fda,13272.0,valinhos,SP,auto,2018-04-26 12:00:00,2018,April,26,12
00ab210695a17fe10e6b23616ae5bc97,1.0,c6336fa91fbd87c359e44f5dca5a90ed,4c2b230173bb36f9b240f2b8ac11786e,2018-06-18 06:30:53,39.0,7.53,c87e0e6aa4b3321adb017785ff605af2,delivered,1.0,credit_card,1.0,46.53,f57ff1aec07193a06f4fc055cc660091,4.0,0697142614905a50813d854fa08b8eaf,11425.0,guaruja,SP,sports_leisure,2018-06-12 06:00:00,2018,June,12,6
00ab3a43bda739029ffce95d3b2fb56c,1.0,634256dbcd184b3757ffd7632c9fe52a,42b729f859728f5079499127a9c2ef37,2018-08-14 02:50:31,27.9,7.46,c9f69364407bc8db796b2c6f1c353f61,delivered,1.0,boleto,1.0,35.36,635b498c97e573f64911343026d14018,5.0,c683ed9776a3bb038982ef2aaacdb9a5,5735.0,sao paulo,SP,health_beauty,2018-08-10 12:00:00,2018,August,10,12
00b12f4674177ef40c4bdb034138c843,1.0,eb883e95b710f252cb15d0fb41d8bbe9,1025f0e2d44d7041d6cf58b6550e0bfa,2018-07-20 20:04:06,105.0,17.87,5d6daccfa147ddbc4d54826f8645ca5c,delivered,1.0,credit_card,1.0,122.87,19910e37f2130c56f553edfbdc0c65fb,5.0,aa584bf61054b3967bbc9e8c6f74159f,12515.0,guaratingueta,SP,signaling_and_security,2018-07-15 19:00:00,2018,July,15,19
00b1861aeb89afa498404c684148a619,1.0,7e8067e7e5ce7aec0e2cb7c1a456d112,0691148aee60ca47977c187804f935ae,2018-08-14 08:30:14,25.79,23.33,b8e531fc27d1abbe69022fc27589b3a1,delivered,1.0,credit_card,2.0,98.24,6a3b79897eba9ff0de829eb1570b98b3,3.0,96e7f8f0dbefaa6e16563ac77d339bf0,21321.0,rio de janeiro,RJ,auto,2018-08-08 08:00:00,2018,August,8,8
00b1861aeb89afa498404c684148a619,2.0,7e8067e7e5ce7aec0e2cb7c1a456d112,0691148aee60ca47977c187804f935ae,2018-08-14 08:30:14,25.79,23.33,b8e531fc27d1abbe69022fc27589b3a1,delivered,1.0,credit_card,2.0,98.24,6a3b79897eba9ff0de829eb1570b98b3,3.0,96e7f8f0dbefaa6e16563ac77d339bf0,21321.0,rio de janeiro,RJ,auto,2018-08-08 08:00:00,2018,August,8,8
00b2d2f2b5f7b98e6b1828764660134e,1.0,e0d64dcfaa3b6db5c54ca298ae101d05,7d13fca15225358621be4086e1eb0964,2018-08-20 08:50:19,146.01,13.68,afc13494642f88d253be56a1e353e261,delivered,1.0,credit_card,4.0,159.69,7ecb82e62756c3a6b40c9db6a00b9b9d,4.0,2b22fac410c77b08b937809c68e7481e,12955.0,bom jesus dos perdoes,SP,watches_gifts,2018-08-09 08:00:00,2018,August,9,8
00b6c055922e0ed2d88efdd252b2fb64,1.0,c075b8e131353552218860f1c421e4ef,f80edd2c5aaa505cc4b0a3b219abf4b8,2018-05-07 16:15:13,59.9,11.15,f7bdab6e68a28bf26acc7cbd785790fc,delivered,1.0,credit_card,1.0,71.05,3ec19171c2fbc5c772128500ab374c58,4.0,95a4a22f35928ef1a276bdef2d07081f,13219.0,jundiai,SP,kitchen_dining_laundry_garden_furniture,2018-05-01 16:00:00,2018,May,1,16
00b6e66f005a657a6b13eedcacdf9342,1.0,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-16 11:04:38,199.0,39.66,3f0ce4e8579d852bd56ab8bbe66f1870,delivered,1.0,credit_card,8.0,477.32,5fcfab15e41dec56d42c883a668635a3,1.0,6ac4c2b8476a9b14dc824e2cda804dfc,27937.0,macae,RJ,telephony,2018-08-11 10:00:00,2018,August,11,10
00b6e66f005a657a6b13eedcacdf9342,2.0,e7cc48a9daff5436f63d3aad9426f28b,53243585a1d6dc2643021fd1853d8905,2018-08-16 11:04:38,199.0,39.66,3f0ce4e8579d852bd56ab8bbe66f1870,delivered,1.0,credit_card,8.0,477.32,5fcfab15e41dec56d42c883a668635a3,1.0,6ac4c2b8476a9b14dc824e2cda804dfc,27937.0,macae,RJ,telephony,2018-08-11 10:00:00,2018,August,11,10
00ba57ae98928df6ba6ec9d3d8d4b1b7,1.0,69455f41626a745aea9ee9164cb9eafd,bce6a5ecf98e99fd2a8868b15c51f04b,2018-07-25 22:20:45,130.0,19.01,8545a9b7b5b52bc607f0fe72c7dd323e,delivered,1.0,credit_card,7.0,149.01,5bbe559187a5362158dbe3cda22b414b,5.0,6e0547a3483b069df1f0fb2414669584,28896.0,rio das ostras,RJ,watches_gifts,2018-07-16 22:00:00,2018,July,16,22
00bd2cb7e9076e1ccc9f766fc01a4cfd,1.0,1427b126f61597524866770b05d4eed2,0b90b6df587eb83608a64ea8b390cf07,2018-04-30 10:15:17,98.81,13.81,45016dcb53fa07cb0c050dc78b2d6f51,delivered,1.0,credit_card,2.0,112.62,c97a9791ae651d85c75a27e9df56d7d1,1.0,c5fd8c6fc581f9792cf214b22363671f,19907.0,ourinhos,SP,computers_accessories,2018-04-18 10:00:00,2018,April,18,10
00beb247698c6aae94e3f859d279e2cd,1.0,216bb0e0cd43ffd832e0973d35e0377e,955fee9216a65b617aa5c0531780ce60,2018-05-29 02:18:43,45.0,7.39,fb6730884fc4466765ef8619cfe90ced,delivered,1.0,boleto,1.0,52.39,3f0b17a6e67885ab5eab4a07f5f71918,2.0,86c7815d3793c770f05377f877736e95,4829.0,sao paulo,SP,construction_tools_lights,2018-05-24 22:00:00,2018,May,24,22
00c763284c0056eed753352f5559ff0a,1.0,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2018-06-11 00:10:44,79.9,14.65,0bbbcba4fb2d97e129f2f2622d82eabc,delivered,1.0,credit_card,6.0,94.55,41169625beb2255f7230003614931654,4.0,521af0bcb7fe9f806c95e09422b38a43,9760.0,sao bernardo do campo,SP,bed_bath_table,2018-05-31 23:00:00,2018,May,31,23
00c8bfbb0a1224dcdb0180a544247159,1.0,81e11b02560e506662f5d75a88b94fa5,99a54764c341d5dc80b4a8fac4eba3fb,2018-05-13 21:31:11,158.0,15.2,97cba178632e2fed3edec61ce374fb60,delivered,1.0,credit_card,8.0,173.2,87e52dee894fbd86a88ebdc7509e7a1a,3.0,8396c03f207f8a7b155a99fc1e56a98e,16500.0,cafelandia,SP,housewares,2018-05-06 21:00:00,2018,May,6,21
00cee8a4dbb042385cbbd84699e78b2e,1.0,79e42c4fa2bde6e0c828d23c4fb7df35,6d66611d7c44cc30ce351abc49a68421,2018-07-26 04:25:10,59.9,9.17,450a869eb52446baa38f4beeecbc5843,delivered,1.0,credit_card,1.0,69.07,a2937161bd6607b827771b6e47e9156e,5.0,013ef03e0f3f408dd9bf555e4edcdc0a,13092.0,campinas,SP,musical_instruments,2018-07-20 04:00:00,2018,July,20,4
00d0ff2017f9ea13dd7eec7470ca473a,1.0,1809be4f054d8243278d6c83207696ee,11bfa66332777660bd0640ee84d47006,2018-07-02 02:55:03,56.0,18.69,3341e65ccc3a083fcc8775020854154f,delivered,1.0,boleto,1.0,74.69,8556934ed866a436e1cbe64536234d7f,5.0,d181089fdc7cd010c9e402ccedb4c48c,17280.0,pederneiras,SP,health_beauty,2018-06-18 11:00:00,2018,June,18,11
00e32e413e017e64ff93a9e800b8e1be,1.0,11a0fdc4251f15bb96dbfff7ef5475eb,77530e9772f57a62c906e1c21538ab82,2018-05-07 09:30:28,299.0,23.17,9403d354eae44e50158601ecc4be7060,delivered,1.0,credit_card,1.0,322.17,c67b0ab17e57b8d14d2ac80f69c79e2b,5.0,3cfbe790a05c2d302c768b447864d7a1,2266.0,sao paulo,SP,furniture_decor,2018-04-30 09:00:00,2018,April,30,9
00e365f4fc03d1098841af23d05c17a6,1.0,b5adf7b72a7eb667aafd446581c35f3f,7d13fca15225358621be4086e1eb0964,2018-08-28 14:51:17,175.0,19.33,491609eeefc72ee67ee5b42e63ba9859,delivered,1.0,credit_card,3.0,194.33,94d8730e5cc750ee619bc09794341c42,5.0,2bb3ba4dc5cea88949645027d417b4d4,85801.0,cascavel,PR,watches_gifts,2018-08-20 09:00:00,2018,August,20,9
00e6bc6b166eb28b4502c1cad4457248,1.0,9dae52e79d63184a0b32da87c5aabecf,d921b68bf747894be13a97ae52b0f386,2018-07-05 23:30:07,132.9,19.03,267bfea62bbfc1342ffc898248403bb6,delivered,1.0,credit_card,2.0,85.86,7b207563e4dff6404c66d65997966b7c,5.0,36928e3de80f63dad3bd1d0223b035fc,6266.0,osasco,SP,watches_gifts,2018-07-01 23:00:00,2018,July,1,23
00e6bc6b166eb28b4502c1cad4457248,1.0,9dae52e79d63184a0b32da87c5aabecf,d921b68bf747894be13a97ae52b0f386,2018-07-05 23:30:07,132.9,19.03,267bfea62bbfc1342ffc898248403bb6,delivered,2.0,voucher,1.0,66.07,7b207563e4dff6404c66d65997966b7c,5.0,36928e3de80f63dad3bd1d0223b035fc,6266.0,osasco,SP,watches_gifts,2018-07-01 23:00:00,2018,July,1,23
00eead1d5a799277ef3d6b387b0bebef,1.0,2bd9b51a9ab079e095aca987845d3266,81f89e42267213cb94da7ddc301651da,2018-08-30 19:04:07,85.0,13.26,c713fee6f70301b6bf60701902502703,delivered,1.0,credit_card,5.0,98.26,77701c0425c416ba088a7abb9a21ceb5,5.0,52e9f9328ec2e09868646b23c108b099,16901.0,andradina,SP,consoles_games,2018-08-27 18:00:00,2018,August,27,18
00f251b943aba645652c7138e4716fee,1.0,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,2018-08-15 11:44:26,77.9,23.35,3d54e262ab34438486bd0eb8bf022c2f,delivered,1.0,credit_card,1.0,101.25,9e96e374304db42a8aecd4a97d53cc1b,5.0,f2479f8d117c49610d5a2d006b4ab716,91240.0,porto alegre,RS,home_confort,2018-08-13 11:00:00,2018,August,13,11
00f426c7214575822c3cb44ea59ef0f6,1.0,69c5919a1b057b3d3d8b58f3b9b4b89d,47efca563408aae19bb7206c2d969ea9,2018-07-17 08:45:09,71.0,23.65,f5958334207adf09817b5451cba61651,delivered,1.0,debit_card,1.0,94.65,e0a8a3c6ad3e841b294a4aa387faad52,5.0,8262ef5046932be5b3279393f8476614,58345.0,mari,PB,auto,2018-07-13 07:00:00,2018,July,13,7
00f86b368251d739f1896d41469b2b7a,1.0,9b08a09bf2fd9731cfca8cb3db24457c,392353362d22cc2c236e1ee81ff19890,2018-08-20 23:30:08,39.97,18.38,14c152bfbd60c86aa6bc4d4e68a9378e,delivered,1.0,credit_card,4.0,175.05,16b283e80d776c46baabf45eccabb112,5.0,51364d114acc5ab07134bd34edaa1722,99010.0,passo fundo,RS,construction_tools_construction,2018-08-17 23:00:00,2018,August,17,23
00f86b368251d739f1896d41469b2b7a,2.0,9b08a09bf2fd9731cfca8cb3db24457c,392353362d22cc2c236e1ee81ff19890,2018-08-20 23:30:08,39.97,18.38,14c152bfbd60c86aa6bc4d4e68a9378e,delivered,1.0,credit_card,4.0,175.05,16b283e80d776c46baabf45eccabb112,5.0,51364d114acc5ab07134bd34edaa1722,99010.0,passo fundo,RS,construction_tools_construction,2018-08-17 23:00:00,2018,August,17,23
00f86b368251d739f1896d41469b2b7a,3.0,9b08a09bf2fd9731cfca8cb3db24457c,392353362d22cc2c236e1ee81ff19890,2018-08-20 23:30:08,39.97,18.38,14c152bfbd60c86aa6bc4d4e68a9378e,delivered,1.0,credit_card,4.0,175.05,16b283e80d776c46baabf45eccabb112,5.0,51364d114acc5ab07134bd34edaa1722,99010.0,passo fundo,RS,construction_tools_construction,2018-08-17 23:00:00,2018,August,17,23
00f9b0236a85fb8a06fbd9b9c53fddd8,1.0,b74cc46deca5ba8f6a2226df8041a0b7,0ec28cec4046a4a199b6de9b4c891d97,2018-04-27 16:32:17,146.9,19.72,dd6ff79fddc7e5fadda7b83b2bf4383b,delivered,1.0,credit_card,6.0,166.62,4bdb9e462f7bae9ae8c44d3c3199aa58,5.0,1bd9ea0e69c784dfd93facf065b406d0,6050.0,osasco,SP,health_beauty,2018-04-22 15:00:00,2018,April,22,15
00f9b6769c6648ac08bf43081d1f2b07,1.0,e53e557d5a159f5aa2c5e995dfdf244b,88460e8ebdecbfecb5f9601833981930,2018-05-25 09:54:26,79.9,9.71,66f800bfc254bf9cec8041dd1896fcb7,delivered,1.0,credit_card,2.0,89.61,dc4fd33dbfa1282912d78063b3cd1845,1.0,77d8e34ae93d396ecba7a3b230180620,12401.0,pindamonhangaba,SP,computers_accessories,2018-05-12 09:00:00,2018,May,12,9
00fe20fc069833ab95021b46d6862646,1.0,cd4b1bc1c7c94fdcd94b2a7a87eeb050,056b4ada5bbc2c50cc7842547dda6b51,2018-05-02 21:51:22,142.0,8.02,ddb83a5b3161520fcd64863c1a266ec4,delivered,1.0,credit_card,7.0,150.02,28b8de03073719ee531b07a5fe97228d,5.0,9b06f6c009832ad8a108a8ae7367ad4c,20211.0,rio de janeiro,RJ,watches_gifts,2018-04-25 21:00:00,2018,April,25,21
010efe60bdadc9261d1902f3c1dda5f3,1.0,fea7f0c147905a41ca324c0e3234a4c7,18a349e75d307f4b4cc646a691ed4216,2018-06-20 17:00:52,110.0,18.65,ac950cebc3bfe72c92a3768b6e8d3856,delivered,1.0,credit_card,1.0,128.65,6ff0c3b38706728bce8d7f1390fba9be,4.0,ef6f8fd740ae1fe88a80a321306bac50,35490.0,entre rios de minas,MG,computers_accessories,2018-06-07 16:00:00,2018,June,7,16
0113affd907a209209ab08413bb54226,1.0,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,2018-07-16 20:55:27,122.99,63.11,e4d417e5628f278edd59031ac99c168a,delivered,1.0,credit_card,4.0,186.1,93611e0327d6a1769d1e68cf3caa242d,2.0,ec7d40c66edb9281d1d9d58d6a974fac,77825.0,araguaina,TO,health_beauty,2018-07-09 20:00:00,2018,July,9,20
011c899816ea29773525bd3322dbb6aa,1.0,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-07 05:30:45,99.9,0.0,c15a53f6fbae984bcbf4ac7bc4395cc3,delivered,1.0,boleto,1.0,99.9,f5abe05962e90915a4b48b2a12327ace,2.0,6a9501d542243cbdd043c91a66795279,24210.0,niteroi,RJ,watches_gifts,2018-04-30 15:00:00,2018,April,30,15
012ea594e035047289b3e7c3f8b90cef,1.0,0c7ec2b24166d57ac38a9db523711782,bd4889b5e9133b35b66e42a8665cea5c,2018-05-10 03:10:23,61.2,11.15,39851c46815f49fafb7bc26ed6bf513d,delivered,1.0,boleto,1.0,72.35,77c21509e2097c5df90c095e03c41a7d,3.0,e51e07cef993df6ce1e8604ba2261b5d,2178.0,sao paulo,SP,furniture_decor,2018-05-03 21:00:00,2018,May,3,21
0132f39e8ad9b42ad2d41c847f44c0ed,1.0,fc13bac52be6640d9a77f54894e2c0e6,e24d3429d294b2eb200b064ebb035879,2018-07-11 15:30:43,28.8,8.36,a09467d10848ae399caa6f3fb072c6cd,delivered,1.0,credit_card,3.0,37.16,8e4d827b1912b0a9721487a78a9f31fc,5.0,25511fcf533a8ec723b46f105394da12,8280.0,sao paulo,SP,health_beauty,2018-07-05 14:00:00,2018,July,5,14
013a98b3a668bcef05b98898177f6923,1.0,a93ad122024312ca432da7f7b32474b4,8a432f4e5b471f8da497d7dc517666e2,2018-08-13 23:30:11,63.0,23.35,60c23b4f05e926f24472f5ae2ec6b89c,delivered,1.0,credit_card,3.0,198.7,cc451beb8ef5ce647e45002b9b484390,3.0,00504b68faa074d0f40adcb4f7727f71,26700.0,mendes,RJ,bed_bath_table,2018-08-11 23:00:00,2018,August,11,23
